,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
81,"Head Data Scientist, Predictive Analytics Lead AI Innovation Lab",$56K-$97K (Glassdoor est.),"15-Apr-2020

Job ID
279335BR
{""QuestionName"":""Job Description"",""AnswerValue"":""Two companies and one incredible alliance. Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop transformative medicines faster and more cost-effectively for patients worldwide.

We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics.

In this newly formed alliance with Microsoft, you will lead Causal & Predictive analytics capabilities for Novartis .

In this newly created role, you will:

• Build Novartis’ Causal & Predictive center of excellence to make it a team of international reputation.

• Take a hands-on role and coach data science teams to deliver on highly visible multiple projects.

• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions.
• Facilitate design and creation of knowledge repositories
• Collaborate with the digital and DSAI teams
• Coach and mentor associates
• Inspire others on culture change

Why consider Novartis?
750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us reimagine medicine.

Posting Title
Head Data Scientist, Predictive Analytics Lead AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
82,Data Scientist,$56K-$97K (Glassdoor est.),"Job Success Profile

Data Scientist

Buckman is a privately held, global specialty chemical company with headquarters in Memphis, TN, USA, committed to safeguarding the environment, maintaining safety in the workplace, and promoting sustainable development. Buckman delivers exceptional service and innovative solutions to our customers globally in the pulp and paper, leather, and water treatment sectors to help boost productivity, reduce risk, improve product quality, and provide a measurable return on investment. Buckman is in the middle of a digital transformation of its businesses and focused on building the capabilities and tools in support of this.

Position Summary


Buckman is seeking an experienced Data Scientist to lead the development of a Data Science program at our Memphis facility. You will work closely with Buckman stakeholders to derive deep industry knowledge across paper, water, leather, and performance chemical industries. You will help develop a data strategy for the company including collection of the right data, creation of the data science project portfolio, partnering with external providers, and augmenting capabilities with additional internal hires. A large part of the job is communicating and developing relationship with key stakeholders and subject matter experts to tee up proofs of concept projects to demonstrate how data science can be used to solve old problems in unique and novel ways. You will not have a large internal team to rely on, at least initially, so individual expertise, breadth of data science knowledge, and ability to partner with external companies will be essential for success. In addition to the pure data science problems, you will be working closely with a multi-disciplinary team consisting of sensor scientists, software engineers, network engineers, mechanical/electrical engineers, and chemical engineers in the development, and deployment of IoT solutions. If you like working for an entrepreneurial company with a Sustainability mission and digital ambitions at the core of its strategy, Buckman is the place for you.

Competencies Needed for Success
Bachelor’s degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
5+ years of relevant working experience in an analytical role involving data extraction, analysis, and visualization and expertise in the following areas:
Expertise in one or more programming languages R, Python, MATLAB, JMP, Minitab, Java, C++, Scala
Key libraries such as Sklearn, XgBoost, GLMNet, Dplyr, ggplot, Rshiny
Experience and knowledge of data mining algorithms including supervised and unsupervised machine learning techniques areas such as Gradient Boosting, Decision Trees, Multivariate Regressions, Logistic regressions, Neural Network, Random Forest, Support Vector Machine, Naive Bayes, Time Series, Optimization
Microsoft IoT/data science toolkit: Azure Machine Learning, Datalake, Datalake analytics, Workbench, IoT Hub, Stream Analytics, CosmosDB, Time Series Insights, PowerBI
Data querying languages (e.g. SQL, Hadoop/Hive) and Preferred Qualifications
A demonstrated record of success with a verifiable portfolio of problems tackled
Preferred Qualifications
Master’s or PhD degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
Experience in the specialty chemicals sector or similar industry
Background in engineering, especially Chemical Engineering
Experience starting up a data science program
Experience working with global stakeholders
Experience working in a start-up environment, preferably in an IoT company
Knowledge in quantitative modeling tools and statistical analysis
Preferred Work Style
A strong business focus, ownership and inner self-drive to data science solutions to real-world customers with tangible impact.
Ability to collaborate effectively with multi-disciplinary and passionate team members.
Ability to communicate with a diverse set of stakeholders
Strong planning and organization skills, with the ability to manage multiple complex projects
A life-long learner who constantly updates skills
Language: English

Location: Remote Work Opportunity - Flexible

Travel: <10>",3.4,"Buckman
3.4","Memphis, TN","Memphis, TN",1001 to 5000 employees,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
83,Senior Data Scientist,$56K-$97K (Glassdoor est.),"Are you a talented and passionate engineer? Do you love solving problems and making ideas come to life? Are you a lifelong learner who thrives in dynamic environments and enjoys the challenge of learning new technologies and techniques? Are you a team player and enjoy collaboration, but you are also self-directed and enjoy the autonomy to be able to manage your own schedule and workload? Do you appreciate the importance of good communication and know that teamwork takes practice, effort and a good attitude? If so, we want to speak with you.

The Senior Data Scientist is responsible for collaborating with the team to design and implement systems that focus on forecasting, allocating, delivering, and reporting of advertising on the internet, TV, and connected devices. The successful candidate will utilize advanced mathematical, optimization, machine-learning, software engineering, and programming skills to solve challenging problems.

Responsibilities
Develop innovative forecasts, models, algorithms, and solutions and build prototypes and production implementations
Dig deep into high volumes of data, engineer features for improved forecast performance
Work cross-functionally to gather feedback and requirements from end users
Be a key contributor to product innovation and company strategy
Communicate technical information clearly to both technical and non-technical people
Required Qualifications
Degree in Operations Research, Computer Science, Mathematics, Statistics, Industrial Engineering, Mechanical Engineering, Physics, or related field; MS/PhD preferred
3+ years of relevant experience
Strong analytical, statistical, and math abilities; Exceptional problem-solving skills
Excellent communication skills
Extreme attention to detail
Ability to work as part of a team in a fast-paced environment
#LI-KR1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.8,"Amobee
3.8","Baltimore, MD","Redwood City, CA",501 to 1000 employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
84,"Director, Data Scientist – Visualization, Novartis AI Innovation Lab",$56K-$97K (Glassdoor est.),"15-Apr-2020

Job ID
279466BR
{""QuestionName"":""Job Description"",""AnswerValue"":""Two companies and one incredible alliance.

Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop transformative medicines faster and more cost-effectively for patients worldwide.

We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics.

In this newly formed alliance with Microsoft, you will lead Visualization analysis for Novartis .

In this newly created role, you will:
• Conduct end-to-end Visualization analysis of large scale healthcare data sets
• Take a hands-on role and deliver on highly visible multiple projects
• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions
• Facilitate design and creation of knowledge repositories
• Collaborate with the digital and DSAI teams
• Keep ahead of latest development in the field and mentor associates
• Inspire others on culture change

Why consider Novartis?

750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us reimagine medicine.

Posting Title
Director, Data Scientist – Visualization, Novartis AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
85,Data Scientist active TS/SCI,$56K-$97K (Glassdoor est.),"We are currently seeking an innovative, experienced, and highly-skilled Data Scientist to join our growing Advanced Analytics team in Ft. Belvoir, VA. In this role, you will create and develop custom solutions for our users in a collaborative, fast-paced, state-of-the art environment. To be successful in this role, you will be thorough, creative, and exceptionally well-skilled in all phases of the development lifecycle, with a passion for continued learning and collaboration.
*This position is located in Ft. Belvoir, VA and requires an active TS/SCI clearance*

The Data Scientist will:
Demonstrate the ability to frame and scale data problems to analyze, visualize, and find data solutions.
Manipulate common data formats, including comma-delimited, text files, and JSON.
Transform data and analysis into informative visualizations and interactive dashboards using open-source and commercially available tools.
Derive insights and analytic narratives from data and visualizations for effective storytelling and clear communication in response to client research questions.
Establish data science pipelines.
Develop, train, test, deploy, and sustain AI and machine learning models.
Leverage data patterns and other development methods to optimize code and reduce computational cost.
Develop front-end interfaces to facilitate usage of developed AI/ML solutions
Work in a fast-paced, solutions-oriented environment focused on client deliverables, analysis, and reporting.

Active TS/SCI clearance
Bachelor’s degree in data science, mathematics, statistics, economics, computer science, engineering, or a related business or quantitative discipline strongly preferred. Master's degree in these disciplines preferred.
Experience working with Scala, Python, Java
5-10+ years of related experience required
Advanced data science experience required
Significant experience with databases
Experience and familiarity with Agile-Scrum software development
Experience gathering and decomposing requirements
Proven record of solution development and deployment
Familiarity with web based application development
Experience with testing, use case, and user stories
Outstanding communication skills, written and verbal
Highly-organized and able to manage multiple projects simultaneously
Team-player mentality with a positive attitude
Keen attention to detail and solid analytical skills
Able to articulate complex, abstract concepts concisely and effectively
#LI-SH1

LMI is an Equal Opportunity Employer-all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.",3.9,"LMI
3.9","Fort Belvoir, VA","Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, Noblis, Deloitte"
86,Data Scientist,$56K-$97K (Glassdoor est.),"Company Description:
Whats it like to work at Quick Base? Well, our company, our market and our customers are growing fast. This means all Quick Base employees are engaged in interesting and challenging work, we have the opportunity to try new and different things and lots of room for career advancement (1/3 of our employees are in a new role from 1 year ago!). We work with exceptional colleagues and foster an environment that empowers those closest to the work to make decisions and provide each other the support to move quickly and learn as we go. Quick Base combines the excitement and pace of a startup with the stability and work/life balance of a market leader. Find out if Quick Base is for you!
The Team:
At Quick Base, we believe that exceptional employees are the key not only to our success, but also to our customers success. Our teams are small, diverse, nimble, and highly-empowered to drive company excellence. Each team owns its own commitments and outcomes. Our employees enjoy interesting challenges, learn fast, and strive to do the best work of their life.
About the Role:
The Quick Base Analytics team serves all aspects of our business and uses advanced business intelligence and data techniques to help drive our strategy, operations, and make better business decisions. Were looking for a talented and creative Data Scientist to join this team to help with model building, intelligent targeting and data matching, as well as developing reports. This is an opportunity to help with large initiatives including integrating data sources across the enterprise, developing and incorporating predictive analytics into business processes, and helping with common data definitions and quality. This position will also involve day to day data and list creation across the entire business.
Responsibilities:
Accessing and synthesizing data using appropriate tools and technology while leveraging knowledge of data sources, data quality and business context
Applying advanced analytical/statistical methods to provide stakeholders with analysis, insight and direction that informs strategic corporate decisions
Translating analytical findings and insights into the language of business stakeholders and confidently presenting them to all levels of the organization, including C-Level leadership
Ensuring that data findings are appropriately visualized in a way that will resonate with stakeholders and clearly highlight implications
Collaborating with C-Level leadership to create analytic models and developing Key Performance Indicators dashboards/reports
Developing reusable code and algorithms to wrangle and classify existing data
Evangelizing data stewardship, pursuing data quality and driving data issues to resolution
Developing and maintaining a standardized and reliable metrics pipeline to empower stakeholders and decision makers with timely and accurate data and accompanying insights
Joining data from disparate sources to create meaningful and impactful analyses
Independently working with business stakeholders with limited managerial oversight
Leveraging industry best practices with the evolving analytics infrastructure
Qualifications:
Experience translating business questions into analytic frameworks and analytic results into business recommendations
Knowledge of statistical methodologies and experience using statistical/analytical tools
Experience in data requirement elicitation, consolidation, validation, report/dashboard creation and quality assurance
Ability to work with diverse data sets and distill business insights
Experience with machine learning approaches to problem solving including NLP, Clustering, Decision Trees, Regressions and Neural Networks.
Advanced proficiency and experience with Python (pandas, scikit-learn) and T-SQL.
Advanced Microsoft Excel proficiency
Proficiency with data visualization tools such as Tableau and Microsoft Power BI
Experience effectively bridging business and technical teams
Must have: MS in Applied Math, Statistics or Quantitative Finance, plus at least 3 years of experience as a Data Scientist, Data Insights Analyst or similar role performing quantitative and qualitative business analysis",4.2,"Quick Base
4.2","Cambridge, MA","Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
87,Data Scientist,$56K-$97K (Glassdoor est.),"Data Scientist
Affinity Solutions / Marketing Cloud seeks smart, curious, technically savvy candidates to join our cutting-edge data science team. We hire the best and brightest and give them the opportunity to work on industry-leading technologies.
The data sciences team at AFS/Marketing Cloud build models, machine learning algorithms that power all our ad-tech/mar-tech products at scale, develop methodology and tools to precisely and effectively measure market campaign effects, and research in-house and public data sources for consumer spend behavior insights. In this role, you'll have the opportunity to come up with new ideas and solutions that will lead to improvement of our ability to target the right audience, derive insights and provide better measurement methodology for marketing campaigns. You'll access our core data asset and machine learning infrastructure to power your ideas.
Duties and Responsibilities
· Support all clients model building needs, including maintaining and improving current modeling/scoring methodology and processes,
· Provide innovative solutions to customized modeling/scoring/targeting with appropriate ML/statistical tools,
· Provide analytical/statistical support such as marketing test design, projection, campaign measurement, market insights to clients and stakeholders.
· Mine large consumer datasets in the cloud environment to support ad hoc business and statistical analysis,
· Develop and Improve automation capabilities to enable customized delivery of the analytical products to clients,
· Communicate the methodologies and the results to the management, clients and none technical stakeholders.
Basic Qualifications
· Advanced degree in Statistics/Mathematics/Computer Science/Economics or other fields that requires advanced training in data analytics.
· Being able to apply basic statistical/ML concepts and reasoning to address and solve business problems such as targeting, test design, KPI projection and performance measurement.
· Entrepreneurial, highly self-motivated, collaborative, keen attention to detail, willingness and capable learn quickly, and ability to effectively prioritize and execute tasks in a high pressure environment.
· Being flexible to accept different task assignments and able to work on a tight time schedule.
· Excellent command of one or more programming languages; preferably Python, SAS or R
· Familiar with one of the database technologies such as PostgreSQL, MySQL, can write basic SQL queries
· Great communication skills (verbal, written and presentation)
Preferred Qualifications
· Experience or exposure to large consumer and/or demographic data sets.
· Familiarity with data manipulation and cleaning routines and techniques.",2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
88,Senior Data Scientist,$56K-$97K (Glassdoor est.),"Location: San Francisco, CA- United States
Job ID: 20WD40666

Position Overview
Autodesk is seeking a Senior Data Scientist to join our Data Platform & Insights organization. The organization is chartered with building innovative data products and analytics solutions for Autodesk’s strategy, product, marketing, sales and customer support teams. This critical data scientist role will help us make machine intelligence an integral part of how Autodesk makes decisions and designs and builds its products.

You will work alongside a product development team and apply data mining, analytics and machine learning methods to understanding how customers use, adopt and achieve successful outcomes with our products. The ideal candidate is a strong data scientist who thinks outside the box, is naturally curious, highly collaborative, and has a passion for tackling complex data-centric problems.

Responsibilities
Work on a variety of problems that seek to better understand how customers use their products and what drives deeper adoption and usage of products
Apply your quantitative analysis, data mining and machine learning expertise to building models that make sense of user needs, usage patterns, factors that drive deeper adoption and contribute to subscriber churn
Influence product development, strategy and roadmap prioritization
Design and implement machine learning pipelines that improve Autodesk’s evidence-based decision-making capabilities
Tackle complex problems requiring a creative mindset to find innovative and elegant solutions

Minimum Qualifications
BS/MS/PhD in the fields of: Mathematics, Physical Sciences, Statistics/Analytics, Computer Science, or other relevant fields
Experience working with relational SQL and/or NoSQL databases
Experience working with big data platforms (Hadoop, Spark, Hive)
Fluency with one or more programming language: Python, Java, Scala, etc.
Good understanding of CS fundamentals, e.g. algorithms and data structures
Experience in statistical programming tools such as R, Matlab, SAS, Python data science toolkits, etc.
Experience with data science toolkits like pandas, Jupyter, scikit, TensorFlow, etc.
Familiarity with Statistics concepts and analysis, e.g. hypothesis testing, regression, experimental design, etc.
Familiarity with Machine Learning techniques, e.g. classification, clustering, regularization, optimization, dimension reduction, etc.
Good communication skills and ability to explain complex topics to both technical and non-technical audience as well",4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
89,Senior Data Scientist,$56K-$97K (Glassdoor est.),"Entefy’s Senior Data Scientist is a highly visible position both internally and externally. Join the intelligence revolution, where we can push the state-of-the-art boundaries of data science. This is where deep experience and multi-dimensional insights intersect with an amazing opportunity to shape the future of productivity for people everywhere.

Skills and Experience:
We’re not looking for “good.” Entefy is on a mission to find exceptional talent. The success of our mission depends on our team’s ability to be creatively analytical, insatiably curious, and absolutely fearless in tackling big challenges.
Requirements
Masters or PhD in in Computer Science, Mathematics, Statistics, Engineering, Physics, or related field preferred.
5+ years of relevant experience.
Demonstrable proficiency in Python, Scala, SQL, or R.
Strong data visualization and reporting skills.
Expertise in extracting insights from real-world structured and unstructured datasets.
Proven track record delivering high-value, advanced analytics.
Experience leading the work of other data scientists or analysts is preferred.
Strong communication skills
Startup agility and versatility.
Visit www.entefy.com and www.blog.entefy.com.",4.2,"Entefy
4.2","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
90,eCom Senior Data Scientist,$56K-$97K (Glassdoor est.),"Auto req ID: 209191BR
Job Description


PepsiCo operates in an environment undergoing immense and rapid change, driven by eCommerce and emergent retail technologies. To ensure continued success in the food and beverage space, PepsiCo has assembled a dedicated eCommerce team – tasked with optimizing eCommerce operations and developing innovations that will give PepsiCo a sustainable competitive advantage. While tied closely to broader PepsiCo, the eCommerce group more closely resembles a start-up environment; embracing the core values of having bias for action, being results oriented, maintaining a community-focus, and prioritizing people.

PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build industry-leading systems and solutions. By focusing on machine learning and automation, the Data Science & Analytics group is pushing the bounds of possibility for PepsiCo and its strategic partners.

What PepsiCo Data Science & Analytics does:
Build machine learning systems to understand the cross-channel grocery ecosystem
Perform statistical analysis across diverse datasets to drive and measure performance
Work with PepsiCo’s strategic partners to expand their technical capabilities, thereby creating a more robust data environment
Utilize natural language understanding techniques to uncover insights from contextual data
Develop scalable tools to drive automation and optimize business operations
As a Senior Data Scientist, you will play a critical role in executing the global eCommerce growth agenda. You will be tasked with identifying, designing, and implementing data science/machine learning solutions to business problems. You will collaborate with the larger data science and analytics teams to create a robust, shared codebase; on which PepsiCo will build automated eCommerce systems. You will work with internal business stakeholders and strategic partners to identify opportunities for collaborative development and foster a data-driven culture between relevant teams.

Responsibilities:
Work with the larger data science team to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights
Write clean, organized machine learning code using standard software engineering methodologies
Provide critical thought leadership to enhance organizational capabilities by utilizing big and small data; work with DSA team members to identify and execute on opportunities for enhancement
Qualifications/Requirements
Bachelor’s Degree in Data Science or equivalent
Development experience in Python, Java, C or equivalent programming language
Experience and or familiarity NumPy, Pandas, Pytorch, PostgresSQL, MSSQL, MySQL
Experience using Tensorflow to design custom deep learning systems
Expert in mathematical models underlying data science methods, understanding the trade-offs between different solutions
Experience in designing systems to solve business problems
Demonstrated ability to effectively and concisely communicate with both business and technical audiences
Relocation Eligible: Not Applicable
Job Type: Regular

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Fair Credit Reporting Act, and all other applicable laws, including but not limited to, San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance; and Chapter XVII, Article 9 of the Los Angeles Municipal Code, commonly referred to as the Fair Chance Initiative for Hiring Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement",3.7,"PepsiCo
3.7","New York, NY","Purchase, NY",10000+ employees,1965,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"Unilever, Mondelēz International, Amazon"
91,Data Scientist Technical Specialist,$56K-$97K (Glassdoor est.),"Overview


Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. At Peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. Peraton is looking for a talented Data Scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.

Responsibilities


What you’ll do…
Work closely with entity resolution subject matter experts, program engineers and stakeholders to integrate complex data sources into operation and develop new analytics and algorithms
Support advanced data exploitation capabilities using Hadoop related technologies
Enhance the data processing infrastructure using open source and commercial technologies
Capture and define requirements for entity resolution features and functionality from a UI end-user perspective
Analyze documentation and source data of new data feeds
Provide O&M monitoring and resolution of production web services using monitoring tools including Ganglia, Jenkins, and other means
Modify pipeline scripts to enhance functionality and support bug fixes
Resolve bugs by modifying pipeline scripts and entity resolution explanation service scripts
Coordinate development efforts in an agile team
Qualifications


You’d be a great fit if…
You have a Bachelor’s degree in Engineering, Computer Science, or other related analytical, scientific, or technical discipline. Equivalent experience may be considered in lieu of degree.
Have 10 years of experience with scripting languages, such as Python, used in support of development and production operations.
Have 10 years of experience analyzing and reporting on large datasets .
It’d be even better if you…
Experience with designing and implementing custom machine learning algorithms.
Experience with graph algorithms and semantic Web.
Experience with using SQL to conduct complex database queries.
Knowledge of descriptive and inferential statistics, including hypothesis testing.
Ability to apply supervised and unsupervised machine learning algorithms for clustering, classification, and dimensionality reduction.
Ability to communicate information in verbal or written formats to a senior executive audience.
Knowledge of commercial Cloud services used by the IC.
Experience with using Apache Spark to aggregate and analyze large data sets from various sources.
What you’ll get…
An immediately-vested 401(K) with employer matching
Rapid PTO accrual schedule with floating holidays
Comprehensive medical, dental, and vision coverage
Tuition assistance, financing, and refinancing
Paid maternity and paternity leave
Company-paid infertility treatments
Cross-training and professional development opportunities
The ability to influence major initiatives
SECURITY CLEARANCE This position requires the candidate to have an active Top Secret security clearance and ability to maintain the clearance.

About Peraton


At Peraton, we’re at the forefront of delivering the next breakthrough in national security, every day. We’re the partner of choice to help solve some of the world’s most daunting challenges. How? By thinking differently. We’re not mired in the past. We look at all problems with fresh eyes. We look past the obvious to bring the best talent, tech, and ideas together to completely transform how problems are solved. So bring your unique ideas, your entrepreneurial spirit, and your drive to succeed. Get ready to be part of something bigger. Get ready to do the can’t be done.

EEO Statement


We are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.",3.4,"Peraton
3.4","Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
92,Data Scientist / Quantitative Researcher – High Frequency Futures,$56K-$97K (Glassdoor est.),"Data Scientist / Quantitative Researcher – High Frequency Futures
Location


Chicago

Job Department


Trading

Apply Now

Position Title: Data Scientist / Quantitative Researcher – High Frequency Futures

Location: Chicago

Department: Trading

Position Summary

We are looking for highly skilled and experienced individuals to join a research effort focused on generating high frequency trading alphas in the futures markets. The ideal candidate has direct experience in the alpha research process and understands the workflow from idea generation to production implementation. This opportunity will provide the right candidate the chance to have a large impact on the direction and productivity of a newly formed effort within a successful proprietary trading firm.

Responsibilities

• Conduct financial data analysis on large datasets to generate profitable trading alphas.

• Define key metrics for model validation.

• Back testing and production performance monitoring.

• Contribute to in-house data analysis packages and research framework development.

• Acquisition of new data sets and cleaning/maintenance of new and existing data sets.

Requirements

• At least 2+ years of experience generating or implementing short-term trading alphas into production trading strategies.

• Advanced knowledge of modern statistical and machine learning techniques.

• Proficiency in a scripting language such as Python, R, or MATLAB.

• Proficiency in at least one statistical package and one machine learning package in one of the above languages.

• Demonstrated experience working with tick data.

• Degree in a quantitative discipline such as Statistics, Computer Science, Mathematics, Engineering, etc.

• Experience developing software systems an in object oriented language is a plus.

About Wolverine

Founded in 1994, the Wolverine companies comprise a number of diversified financial institutions specializing in proprietary trading, asset management, order execution services, and technology solutions. We are recognized as a market leader in derivatives valuation, trading, and value-added order execution across global equity, options, and futures markets. With a focus on innovation, achievement, and integrity, we take pride in serving the interests of both our clients and colleagues. The Wolverine companies are headquartered in Chicago with offices in New York and San Francisco and a proprietary trading affiliate office located in London.

Sponsorship is not available for this position.",4.1,"Wolverine Trading
4.1","Chicago, IL","Chicago, IL",201 to 500 employees,1994,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1
